Cell ID,Timestep,Neighbor count of cell,Sum of neighbor counts of cell’s neighbors
19,151,0,0
20,151,3,77
21,151,0,11
22,151,0,6
23,151,3,145
24,151,0,14
1,152,2,93
2,152,1,50
3,152,3,60
4,152,1,74
5,152,3,97
6,152,0,16
7,152,0,36
8,152,1,92
9,152,3,131
10,152,0,16
11,152,0,18
12,152,0,5
13,152,0,3
14,152,0,29
15,152,0,32
16,152,0,29
17,152,0,8
18,152,0,12
19,152,0,2
20,152,2,64
21,152,0,11
22,152,0,7
23,152,5,100
24,152,0,12
1,153,2,87
2,153,1,49
3,153,1,59
4,153,1,66
5,153,3,154
6,153,0,16
7,153,0,41
8,153,1,98
9,153,2,114
10,153,0,16
11,153,0,32
12,153,0,8
13,153,0,3
14,153,0,35
15,153,0,31
16,153,0,30
17,153,0,8
18,153,0,12
19,153,0,0
20,153,4,107
21,153,0,11
22,153,0,15
23,153,7,168
24,153,0,6
1,154,2,110
2,154,1,43
3,154,1,59
4,154,1,79
5,154,4,133
6,154,0,16
7,154,0,38
8,154,0,106
9,154,5,171
10,154,0,16
11,154,0,45
12,154,0,11
13,154,0,3
14,154,0,49
15,154,0,30
16,154,0,27
17,154,0,8
18,154,0,12
19,154,0,0
20,154,2,53
21,154,0,11
22,154,0,9
23,154,3,139
24,154,0,6
1,155,1,74
2,155,1,39
3,155,1,65
4,155,1,67
5,155,2,98
6,155,0,16
7,155,0,36
8,155,1,45
9,155,0,64
10,155,0,16
11,155,0,61
12,155,0,9
13,155,0,3
14,155,0,29
15,155,0,36
16,155,0,25
17,155,0,8
18,155,0,12
19,155,0,0
20,155,0,59
21,155,0,11
22,155,0,5
23,155,4,134
24,155,0,6
1,156,0,36
2,156,1,36
3,156,1,70
4,156,1,75
5,156,4,86
6,156,0,16
7,156,0,54
8,156,0,17
9,156,0,36
10,156,0,16
11,156,1,73
12,156,0,12
13,156,0,3
14,156,0,32
15,156,0,38
16,156,0,26
17,156,0,8
18,156,0,12
19,156,0,0
20,156,1,29
21,156,0,11
22,156,0,7
23,156,1,96
24,156,0,3
1,157,0,34
2,157,1,43
3,157,1,76
4,157,1,64
5,157,3,104
6,157,0,16
7,157,0,35
8,157,0,16
9,157,0,38
10,157,0,16
11,157,1,73
12,157,0,16
13,157,0,3
14,157,0,52
15,157,0,45
16,157,0,37
17,157,0,8
18,157,0,12
19,157,0,2
20,157,1,18
21,157,0,11
22,157,0,19
23,157,2,105
24,157,0,2
1,158,0,26
2,158,1,49
3,158,1,60
4,158,1,62
5,158,3,104
6,158,0,16
7,158,0,31
8,158,0,17
9,158,0,33
10,158,0,16
11,158,2,47
12,158,0,21
13,158,0,3
14,158,0,29
15,158,0,47
16,158,0,37
17,158,0,8
18,158,0,12
19,158,0,5
20,158,0,3
21,158,0,11
22,158,0,21
23,158,2,120
24,158,0,0
1,159,0,18
2,159,1,55
3,159,1,68
4,159,1,60
5,159,3,135
6,159,0,19
7,159,0,29
8,159,0,23
9,159,0,39
10,159,0,16
11,159,2,46
12,159,0,26
13,159,0,4
14,159,0,13
15,159,0,48
16,159,0,44
17,159,0,8
18,159,0,12
19,159,0,5
20,159,0,3
21,159,0,11
22,159,0,21
23,159,5,139
24,159,0,0
1,160,0,21
2,160,1,60
3,160,1,79
4,160,1,57
5,160,2,83
6,160,0,12
7,160,0,40
8,160,0,36
9,160,0,36
10,160,0,16
11,160,2,57
12,160,0,16
13,160,0,6
14,160,0,16
15,160,0,62
16,160,0,45
17,160,0,8
18,160,0,12
19,160,0,0
20,160,0,6
21,160,0,11
22,160,0,16
23,160,1,107
24,160,0,0
1,161,0,21
2,161,1,74
3,161,2,61
4,161,1,41
5,161,4,78
6,161,0,7
7,161,0,40
8,161,0,55
9,161,0,43
10,161,0,16
11,161,3,54
12,161,0,6
13,161,0,10
14,161,0,16
15,161,1,31
16,161,0,80
17,161,0,8
18,161,0,12
19,161,0,3
20,161,0,3
21,161,0,11
22,161,0,27
23,161,0,92
24,161,0,0
1,162,0,21
2,162,1,52
3,162,3,84
4,162,1,38
5,162,2,58
6,162,0,5
7,162,0,40
8,162,0,27
9,162,0,34
10,162,0,16
11,162,3,94
12,162,0,8
13,162,0,14
14,162,0,27
15,162,0,38
16,162,0,43
17,162,0,8
18,162,0,12
19,162,0,6
20,162,0,3
21,162,0,11
22,162,0,25
23,162,1,73
24,162,0,0
1,163,0,21
2,163,1,49
3,163,1,39
4,163,1,38
5,163,1,62
6,163,0,9
7,163,0,40
8,163,0,7
9,163,0,24
10,163,0,16
11,163,3,58
12,163,0,6
13,163,0,14
14,163,0,30
15,163,0,41
16,163,0,33
17,163,0,8
18,163,0,12
19,163,0,5
20,163,0,0
21,163,0,11
22,163,0,15
23,163,2,93
24,163,0,0
1,164,0,21
2,164,1,50
3,164,3,47
4,164,1,44
5,164,2,48
6,164,0,9
7,164,0,40
8,164,0,6
9,164,0,25
10,164,0,16
11,164,5,76
12,164,0,6
13,164,0,11
14,164,0,35
15,164,1,76
16,164,0,34
17,164,0,8
18,164,0,12
19,164,0,3
20,164,0,0
21,164,0,11
22,164,0,8
23,164,1,43
24,164,0,0
1,165,0,21
2,165,1,54
3,165,2,33
4,165,1,38
5,165,2,38
6,165,0,12
7,165,0,40
8,165,0,6
9,165,0,28
10,165,0,16
11,165,5,74
12,165,0,11
13,165,0,7
14,165,0,43
15,165,2,27
16,165,0,29
17,165,0,8
18,165,0,12
19,165,0,0
20,165,0,0
21,165,0,11
22,165,0,11
23,165,0,35
24,165,0,0
1,166,0,21
2,166,1,54
3,166,3,49
4,166,1,45
5,166,2,22
6,166,0,9
7,166,0,40
8,166,0,6
9,166,0,31
10,166,0,16
11,166,4,94
12,166,0,12
13,166,0,3
14,166,0,45
15,166,1,20
16,166,0,29
17,166,0,8
18,166,0,12
19,166,0,0
20,166,0,0
21,166,0,11
22,166,0,10
23,166,0,30
24,166,0,0
1,167,0,21
2,167,1,69
3,167,2,60
4,167,1,51
5,167,2,14
6,167,0,8
7,167,0,40
8,167,0,6
9,167,0,29
10,167,0,16
11,167,3,121
12,167,0,9
13,167,0,3
14,167,1,53
15,167,0,2
16,167,0,34
17,167,0,8
18,167,0,12
19,167,0,1
20,167,0,0
21,167,0,11
22,167,0,8
23,167,0,28
24,167,0,0
1,168,0,21
2,168,1,64
3,168,2,61
4,168,1,47
5,168,0,0
6,168,0,10
7,168,0,40
8,168,0,6
9,168,0,37
10,168,0,16
11,168,3,99
12,168,0,8
13,168,0,3
14,168,2,62
15,168,0,3
16,168,0,37
17,168,0,8
18,168,0,12
19,168,0,1
20,168,0,1
21,168,0,11
22,168,0,8
23,168,0,20
24,168,0,0
1,169,0,21
2,169,1,82
3,169,2,66
4,169,1,64
5,169,0,0
6,169,0,9
7,169,0,40
8,169,0,6
9,169,0,47
10,169,0,16
11,169,2,112
12,169,0,7
13,169,0,3
14,169,3,66
15,169,0,2
16,169,1,53
17,169,0,8
18,169,0,12
19,169,0,1
20,169,0,3
21,169,0,11
22,169,0,12
23,169,0,28
24,169,0,0
1,170,0,21
2,170,2,60
3,170,2,79
4,170,1,50
5,170,0,3
6,170,0,7
7,170,0,40
8,170,0,6
9,170,0,61
10,170,0,16
11,170,3,140
12,170,0,7
13,170,0,3
14,170,3,73
15,170,0,2
16,170,2,52
17,170,0,8
18,170,0,12
19,170,0,1
20,170,0,3
21,170,0,11
22,170,0,17
23,170,0,38
24,170,0,0
1,171,0,21
2,171,1,61
3,171,2,58
4,171,2,68
5,171,0,3
6,171,0,6
7,171,0,40
8,171,0,6
9,171,0,61
10,171,0,16
11,171,1,115
12,171,0,8
13,171,0,3
14,171,2,77
15,171,0,1
16,171,3,72
17,171,0,8
18,171,0,12
19,171,0,1
20,171,0,3
21,171,0,11
22,171,0,22
23,171,0,53
24,171,0,0
1,172,0,21
2,172,1,66
3,172,3,71
4,172,2,48
5,172,0,9
6,172,0,5
7,172,0,40
8,172,0,6
9,172,0,54
10,172,0,17
11,172,1,96
12,172,0,10
13,172,0,3
14,172,5,74
15,172,0,0
16,172,2,65
17,172,0,8
18,172,0,12
19,172,0,1
20,172,0,3
21,172,0,11
22,172,0,27
23,172,0,60
24,172,0,0
1,173,0,21
2,173,1,73
3,173,3,85
4,173,0,32
5,173,0,17
6,173,0,9
7,173,0,40
8,173,0,6
9,173,0,91
10,173,0,17
11,173,0,107
12,173,0,12
13,173,0,3
14,173,4,84
15,173,0,0
16,173,4,89
17,173,0,8
18,173,0,12
19,173,0,1
20,173,0,5
21,173,0,11
22,173,0,40
23,173,0,73
24,173,0,0
1,174,0,21
2,174,2,75
3,174,4,110
4,174,0,36
5,174,0,33
6,174,0,6
7,174,0,40
8,174,0,6
9,174,1,49
10,174,0,16
11,174,1,141
12,174,0,15
13,174,0,8
14,174,5,108
15,174,0,1
16,174,3,74
17,174,0,8
18,174,0,12
19,174,0,3
20,174,0,5
21,174,0,11
22,174,0,35
23,174,1,86
24,174,0,0
1,175,0,21
2,175,3,81
3,175,2,119
4,175,0,51
5,175,0,37
6,175,0,6
7,175,0,40
8,175,0,6
9,175,0,56
10,175,0,16
11,175,2,128
12,175,0,17
13,175,0,13
14,175,4,109
15,175,0,3
16,175,2,80
17,175,0,8
18,175,0,12
19,175,0,1
20,175,0,7
21,175,0,11
22,175,0,40
23,175,1,87
24,175,0,0
1,176,0,21
2,176,5,106
3,176,2,80
4,176,1,44
5,176,0,55
6,176,0,11
7,176,0,40
8,176,0,6
9,176,0,64
10,176,0,21
11,176,2,112
12,176,0,20
13,176,0,16
14,176,4,96
15,176,0,5
16,176,2,77
17,176,0,8
18,176,0,12
19,176,0,3
20,176,0,7
21,176,0,11
22,176,0,40
23,176,2,118
24,176,0,0
1,177,0,21
2,177,0,77
3,177,3,105
4,177,1,44
5,177,0,67
6,177,0,8
7,177,0,40
8,177,0,6
9,177,1,87
10,177,0,15
11,177,1,61
12,177,0,28
13,177,0,26
14,177,4,106
15,177,0,0
16,177,3,95
17,177,0,8
18,177,0,12
19,177,0,4
20,177,0,3
21,177,0,11
22,177,1,55
23,177,3,107
24,177,0,0
1,178,0,21
2,178,1,58
3,178,3,112
4,178,1,44
5,178,1,122
6,178,0,7
7,178,0,40
8,178,0,6
9,178,2,88
10,178,0,9
11,178,0,62
12,178,0,32
13,178,0,25
14,178,1,91
15,178,0,0
16,178,3,108
17,178,0,8
18,178,0,12
19,178,0,5
20,178,0,6
21,178,0,8
22,178,2,58
23,178,7,183
24,178,0,0
1,179,0,21
2,179,0,50
3,179,4,140
4,179,1,34
5,179,2,57
6,179,0,9
7,179,0,40
8,179,0,6
9,179,2,77
10,179,0,1
11,179,0,73
12,179,0,40
13,179,0,32
14,179,2,87
15,179,0,0
16,179,5,94
17,179,0,8
18,179,0,12
19,179,0,8
20,179,0,4
21,179,0,5
22,179,3,79
23,179,0,75
24,179,0,0
1,180,0,21
2,180,0,34
3,180,1,98
4,180,0,37
5,180,2,65
6,180,0,9
7,180,0,40
8,180,0,6
9,180,2,90
10,180,0,1
11,180,0,65
12,180,0,49
13,180,0,26
14,180,2,85
15,180,0,3
16,180,4,97
17,180,0,8
18,180,0,12
19,180,0,9
20,180,0,3
21,180,0,5
22,180,2,91
23,180,0,79
24,180,0,0
1,181,0,21
2,181,0,28
3,181,1,75
4,181,0,29
5,181,2,68
6,181,0,9
7,181,0,40
8,181,0,6
9,181,2,91
10,181,0,1
11,181,1,59
12,181,0,34
13,181,0,22
14,181,1,96
15,181,0,3
16,181,2,84
17,181,0,8
18,181,0,12
19,181,0,14
20,181,0,1
21,181,0,5
22,181,3,59
23,181,0,81
24,181,0,0
1,182,0,21
2,182,0,26
3,182,0,36
4,182,1,27
5,182,2,98
6,182,0,9
7,182,0,40
8,182,0,7
9,182,4,132
10,182,0,0
11,182,1,47
12,182,0,41
13,182,0,28
14,182,2,100
15,182,0,6
16,182,4,115
17,182,0,8
18,182,0,12
19,182,0,8
20,182,0,0
21,182,0,5
22,182,3,80
23,182,0,100
24,182,0,0
1,183,0,21
2,183,0,39
3,183,0,35
4,183,0,29
5,183,2,54
6,183,0,9
7,183,0,40
8,183,0,8
9,183,2,95
10,183,0,0
11,183,1,31
12,183,1,52
13,183,0,37
14,183,1,94
15,183,0,6
16,183,5,100
17,183,0,8
18,183,0,12
19,183,0,8
20,183,0,4
21,183,0,5
22,183,3,88
23,183,1,69
24,183,0,0
1,184,0,21
2,184,0,30
3,184,1,40
4,184,0,42
5,184,0,42
6,184,0,9
7,184,0,40
8,184,0,7
9,184,0,111
10,184,0,0
11,184,1,23
12,184,2,64
13,184,0,48
14,184,3,130
15,184,0,6
16,184,5,121
17,184,0,8
18,184,0,12
19,184,0,11
20,184,0,2
21,184,0,5
22,184,5,106
23,184,0,61
24,184,0,0
1,185,0,21
2,185,0,12
3,185,1,38
4,185,1,39
5,185,0,30
6,185,0,9
7,185,0,40
8,185,0,9
9,185,1,96
10,185,0,0
11,185,1,32
12,185,1,52
13,185,1,44
14,185,0,97
15,185,0,3
16,185,5,123
17,185,0,8
18,185,0,12
19,185,0,16
20,185,0,5
21,185,0,5
22,185,3,96
23,185,0,58
24,185,0,0
1,186,0,21
2,186,0,2
3,186,1,38
4,186,1,39
5,186,0,44
6,186,0,11
7,186,0,40
8,186,0,11
9,186,2,112
10,186,0,0
11,186,1,32
12,186,1,66
13,186,1,68
14,186,2,103
15,186,0,0
16,186,1,124
17,186,0,8
18,186,0,12
19,186,0,16
20,186,0,5
21,186,0,5
22,186,4,102
23,186,0,53
24,186,0,0
1,187,0,21
2,187,0,5
3,187,1,42
4,187,1,38
5,187,0,52
6,187,0,13
7,187,0,40
8,187,0,14
9,187,2,113
10,187,0,0
11,187,1,32
12,187,1,53
13,187,1,37
14,187,3,123
15,187,0,0
16,187,3,143
17,187,0,8
18,187,0,12
19,187,0,25
20,187,0,3
21,187,0,5
22,187,3,107
23,187,0,63
24,187,0,0
1,188,0,21
2,188,0,2
3,188,1,43
4,188,1,38
5,188,0,50
6,188,0,22
7,188,0,40
8,188,0,17
9,188,2,93
10,188,0,0
11,188,1,31
12,188,0,69
13,188,0,24
14,188,3,110
15,188,0,0
16,188,0,107
17,188,0,8
18,188,0,12
19,188,0,26
20,188,0,8
21,188,0,5
22,188,2,102
23,188,0,80
24,188,0,0
1,189,0,21
2,189,0,0
3,189,1,41
4,189,1,38
5,189,0,55
6,189,0,18
7,189,0,40
8,189,0,16
9,189,2,105
10,189,0,0
11,189,1,31
12,189,3,75
13,189,0,39
14,189,3,98
15,189,0,0
16,189,4,114
17,189,0,8
18,189,0,12
19,189,0,42
20,189,0,11
21,189,0,5
22,189,5,107
23,189,0,69
24,189,0,0
1,190,0,21
2,190,0,0
3,190,1,42
4,190,1,38
5,190,0,53
6,190,0,19
7,190,0,40
8,190,0,14
9,190,1,127
10,190,0,0
11,190,1,31
12,190,2,86
13,190,0,39
14,190,5,119
15,190,0,0
16,190,3,120
17,190,0,8
18,190,0,12
19,190,0,29
20,190,0,17
21,190,0,5
22,190,3,122
23,190,0,62
24,190,0,0
1,191,0,21
2,191,0,0
3,191,1,43
4,191,1,38
5,191,0,62
6,191,0,19
7,191,0,40
8,191,0,11
9,191,3,137
10,191,0,0
11,191,1,31
12,191,3,123
13,191,0,58
14,191,2,117
15,191,0,0
16,191,1,105
17,191,0,6
18,191,0,12
19,191,0,33
20,191,0,24
21,191,0,5
22,191,4,143
23,191,0,77
24,191,0,0
1,192,0,21
2,192,0,0
3,192,1,46
4,192,1,38
5,192,0,61
6,192,0,19
7,192,0,40
8,192,0,15
9,192,3,146
10,192,0,0
11,192,1,31
12,192,2,70
13,192,1,32
14,192,3,142
15,192,0,0
16,192,3,98
17,192,0,5
18,192,0,14
19,192,0,40
20,192,0,38
21,192,0,5
22,192,1,91
23,192,0,75
24,192,0,0
1,193,0,21
2,193,0,0
3,193,1,55
4,193,1,38
5,193,0,73
6,193,0,22
7,193,0,40
8,193,0,12
9,193,4,115
10,193,0,0
11,193,1,31
12,193,3,94
13,193,0,24
14,193,4,159
15,193,0,1
16,193,6,136
17,193,0,3
18,193,0,19
19,193,0,46
20,193,0,22
21,193,0,5
22,193,2,128
23,193,0,66
24,193,0,0
1,194,0,21
2,194,0,0
3,194,1,52
4,194,1,38
5,194,0,78
6,194,0,20
7,194,0,40
8,194,0,6
9,194,1,81
10,194,0,0
11,194,1,31
12,194,2,62
13,194,0,18
14,194,1,105
15,194,0,3
16,194,2,64
17,194,0,8
18,194,0,27
19,194,0,45
20,194,0,22
21,194,0,5
22,194,2,62
23,194,1,80
24,194,0,0
1,195,0,21
2,195,0,0
3,195,1,68
4,195,1,38
5,195,1,56
6,195,0,32
7,195,0,40
8,195,0,6
9,195,1,91
10,195,0,0
11,195,1,31
12,195,1,36
13,195,0,17
14,195,3,129
15,195,0,0
16,195,0,50
17,195,0,13
18,195,0,24
19,195,1,47
20,195,0,29
21,195,0,5
22,195,0,35
23,195,0,61
24,195,0,0
1,196,0,21
2,196,0,0
3,196,1,57
4,196,1,38
5,196,1,84
6,196,0,38
7,196,0,40
8,196,0,6
9,196,1,64
10,196,0,0
11,196,1,31
12,196,2,26
13,196,0,19
14,196,1,113
15,196,0,0
16,196,0,59
17,196,0,16
18,196,0,44
19,196,1,56
20,196,0,40
21,196,0,5
22,196,0,39
23,196,0,38
24,196,0,0
1,197,0,21
2,197,0,0
3,197,2,78
4,197,1,38
5,197,1,32
6,197,0,35
7,197,0,40
8,197,0,6
9,197,0,56
10,197,0,0
11,197,1,31
12,197,0,13
13,197,0,29
14,197,2,96
15,197,0,0
16,197,1,65
17,197,0,20
18,197,0,32
19,197,2,27
20,197,0,33
21,197,0,5
22,197,0,29
23,197,0,31
24,197,0,0
1,198,0,21
2,198,0,0
3,198,0,36
4,198,1,38
5,198,0,24
6,198,0,54
7,198,0,40
8,198,0,6
9,198,1,64
10,198,0,0
11,198,1,31
12,198,0,19
13,198,0,21
14,198,3,80
15,198,0,1
16,198,0,58
17,198,0,30
18,198,0,51
19,198,0,22
20,198,0,41
21,198,0,5
22,198,0,44
23,198,0,35
24,198,0,0
1,199,0,21
2,199,0,0
3,199,1,40
4,199,1,36
5,199,0,20
6,199,0,46
7,199,0,40
8,199,0,6
9,199,1,37
10,199,0,0
11,199,1,31
12,199,0,20
13,199,0,23
14,199,1,83
15,199,0,1
16,199,0,48
17,199,0,37
18,199,0,58
19,199,0,6
20,199,0,23
21,199,0,5
22,199,0,40
23,199,0,24
24,199,0,0
1,200,0,21
2,200,0,0
3,200,1,36
4,200,1,38
5,200,0,21
6,200,0,74
7,200,0,40
8,200,0,6
9,200,0,45
10,200,0,0
11,200,1,31
12,200,0,27
13,200,0,30
14,200,4,103
15,200,0,1
16,200,0,50
17,200,0,21
18,200,0,67
19,200,0,0
20,200,0,13
21,200,0,5
22,200,0,44
23,200,0,34
24,200,0,0
1,201,0,21
2,201,0,0
3,201,1,31
4,201,1,36
5,201,0,20
6,201,1,39
7,201,0,40
8,201,0,6
9,201,0,50
10,201,0,0
11,201,1,31
12,201,0,29
13,201,0,19
14,201,5,89
15,201,0,1
16,201,0,48
17,201,0,19
18,201,1,64
19,201,0,0
20,201,0,11
21,201,0,5
22,201,1,37
23,201,0,33
24,201,0,0
1,202,0,21
2,202,0,0
3,202,1,31
4,202,1,38
5,202,0,21
6,202,0,35
7,202,0,40
8,202,0,6
9,202,1,54
10,202,0,0
11,202,1,31
12,202,0,26
13,202,0,6
14,202,4,84
15,202,0,0
16,202,0,53
17,202,0,17
18,202,2,85
19,202,0,0
20,202,0,7
21,202,0,6
22,202,0,29
23,202,0,42
24,202,0,0
1,203,0,21
2,203,0,0
3,203,1,31
4,203,1,36
5,203,0,23
6,203,0,24
7,203,0,40
8,203,0,6
9,203,1,36
10,203,0,0
11,203,1,31
12,203,0,21
13,203,0,12
14,203,2,67
15,203,0,6
16,203,0,31
17,203,0,19
18,203,2,70
19,203,0,0
20,203,0,10
21,203,0,6
22,203,0,20
23,203,0,39
24,203,0,0
1,204,0,21
2,204,0,0
3,204,1,31
4,204,1,38
5,204,0,21
6,204,0,21
7,204,0,40
8,204,0,6
9,204,0,29
10,204,0,0
11,204,1,31
12,204,0,26
13,204,0,14
14,204,1,44
15,204,0,9
16,204,0,36
17,204,0,32
18,204,3,91
19,204,0,0
20,204,0,9
21,204,0,5
22,204,0,26
23,204,0,44
24,204,0,0
1,205,0,21
2,205,0,0
3,205,1,31
4,205,1,36
5,205,0,20
6,205,0,21
7,205,0,40
8,205,0,6
9,205,0,30
10,205,0,0
11,205,1,31
12,205,0,26
13,205,0,17
14,205,2,38
15,205,0,11
16,205,0,41
17,205,0,18
18,205,2,87
19,205,0,0
20,205,0,12
21,205,0,6
22,205,0,28
23,205,0,42
24,205,0,0
1,206,0,21
2,206,0,0
3,206,1,31
4,206,1,38
5,206,0,24
6,206,0,21
7,206,0,40
8,206,0,6
9,206,0,35
10,206,0,0
11,206,1,31
12,206,0,26
13,206,0,23
14,206,1,42
15,206,0,6
16,206,0,62
17,206,0,0
18,206,2,104
19,206,0,0
20,206,0,12
21,206,0,5
22,206,0,29
23,206,0,36
24,206,0,0
1,207,0,21
2,207,0,0
3,207,1,31
4,207,1,36
5,207,0,20
6,207,0,21
7,207,0,40
8,207,0,7
9,207,0,27
10,207,0,0
11,207,1,31
12,207,0,26
13,207,0,31
14,207,1,32
15,207,0,3
16,207,0,55
17,207,0,0
18,207,1,66
19,207,0,0
20,207,0,10
21,207,0,6
22,207,0,28
23,207,0,17
24,207,0,0
1,208,0,21
2,208,0,0
3,208,1,31
4,208,1,38
5,208,0,21
6,208,0,21
7,208,0,40
8,208,0,9
9,208,0,25
10,208,0,0
11,208,1,31
12,208,0,26
13,208,0,56
14,208,0,24
15,208,0,9
16,208,0,74
17,208,0,0
18,208,2,80
19,208,0,0
20,208,0,5
21,208,0,5
22,208,0,29
23,208,0,16
24,208,0,0
1,209,0,21
2,209,0,0
3,209,1,31
4,209,1,39
5,209,0,20
6,209,0,21
7,209,0,41
8,209,0,10
9,209,0,36
10,209,0,0
11,209,1,33
12,209,0,26
13,209,1,33
14,209,0,9
15,209,0,14
16,209,0,35
17,209,0,0
18,209,3,77
19,209,0,0
20,209,0,0
21,209,0,6
22,209,0,29
23,209,0,22
24,209,0,0
1,210,0,21
2,210,0,0
3,210,1,31
4,210,1,43
5,210,0,21
6,210,0,21
7,210,0,44
8,210,0,11
9,210,0,34
10,210,0,0
11,210,1,36
12,210,0,26
13,210,1,26
14,210,0,6
15,210,0,22
16,210,0,26
17,210,0,0
18,210,3,105
19,210,0,0
20,210,0,0
21,210,0,5
22,210,0,26
23,210,0,23
24,210,0,0
1,211,0,21
2,211,0,0
3,211,1,31
4,211,1,54
5,211,0,20
6,211,0,21
7,211,0,46
8,211,0,14
9,211,0,41
10,211,0,0
11,211,1,40
12,211,0,26
13,211,0,19
14,211,0,15
15,211,0,16
16,211,0,18
17,211,0,0
18,211,2,95
19,211,0,0
20,211,0,0
21,211,0,6
22,211,0,26
23,211,0,25
24,211,0,0
1,212,0,21
2,212,0,0
3,212,1,31
4,212,2,65
5,212,0,21
6,212,0,21
7,212,0,49
8,212,0,16
9,212,0,50
10,212,0,0
11,212,1,48
12,212,0,26
13,212,0,25
14,212,0,25
15,212,0,13
16,212,0,20
17,212,0,0
18,212,5,124
19,212,0,0
20,212,0,0
21,212,0,5
22,212,0,26
23,212,0,31
24,212,0,0
1,213,0,21
2,213,0,0
3,213,1,31
4,213,3,64
5,213,0,20
6,213,0,22
7,213,0,59
8,213,0,22
9,213,1,45
10,213,0,0
11,213,1,42
12,213,0,26
13,213,0,40
14,213,0,14
15,213,0,16
16,213,0,22
17,213,0,0
18,213,1,30
19,213,0,0
20,213,0,0
21,213,0,6
22,213,0,26
23,213,0,30
24,213,0,0
1,214,0,25
2,214,0,0
3,214,1,31
4,214,3,66
5,214,0,24
6,214,0,24
7,214,1,61
8,214,0,32
9,214,1,67
10,214,0,0
11,214,1,34
12,214,0,26
13,214,0,15
14,214,0,5
15,214,0,27
16,214,0,25
17,214,0,2
18,214,0,7
19,214,0,0
20,214,0,0
21,214,0,5
22,214,0,26
23,214,0,43
24,214,0,0
1,215,0,32
2,215,0,0
3,215,1,31
4,215,5,96
5,215,0,28
6,215,0,24
7,215,2,72
8,215,0,40
9,215,2,61
10,215,0,0
11,215,1,34
12,215,0,26
13,215,0,6
14,215,0,8
15,215,0,12
16,215,0,24
17,215,0,6
18,215,0,8
19,215,0,0
20,215,0,0
21,215,0,6
22,215,0,26
23,215,0,38
24,215,0,0
1,216,0,28
2,216,0,0
3,216,1,31
4,216,3,67
5,216,0,34
6,216,0,24
7,216,2,53
8,216,0,38
9,216,3,89
10,216,0,0
11,216,1,35
12,216,0,26
13,216,0,6
14,216,0,5
15,216,0,17
16,216,0,32
17,216,0,9
18,216,0,12
19,216,0,0
20,216,0,2
21,216,0,5
22,216,0,27
23,216,0,38
24,216,0,0
1,217,0,45
2,217,0,0
3,217,1,31
4,217,2,64
5,217,0,37
6,217,0,24
7,217,3,103
8,217,0,46
9,217,2,77
10,217,0,0
11,217,1,34
12,217,0,26
13,217,0,9
14,217,0,11
15,217,0,17
16,217,0,43
17,217,0,13
18,217,0,11
19,217,0,0
20,217,0,6
21,217,0,6
22,217,0,29
23,217,0,44
24,217,0,0
1,218,1,34
2,218,0,0
3,218,1,31
4,218,4,90
5,218,0,49
6,218,0,21
7,218,2,77
8,218,0,45
9,218,3,126
10,218,0,0
11,218,1,34
12,218,0,26
13,218,0,11
14,218,0,16
15,218,0,14
16,218,0,40
17,218,0,24
18,218,0,17
19,218,0,0
20,218,0,7
21,218,0,5
22,218,0,30
23,218,0,62
24,218,0,0
1,219,0,53
2,219,0,0
3,219,1,31
4,219,4,85
5,219,0,53
6,219,0,21
7,219,2,100
8,219,0,45
9,219,2,72
10,219,0,0
11,219,1,39
12,219,0,26
13,219,0,11
14,219,0,19
15,219,0,9
16,219,0,40
17,219,0,24
18,219,0,19
19,219,0,0
20,219,0,10
21,219,0,6
22,219,0,33
23,219,0,64
24,219,0,0
1,220,1,43
2,220,0,0
3,220,1,31
4,220,4,72
5,220,0,70
6,220,0,21
7,220,4,96
8,220,0,36
9,220,4,104
10,220,0,0
11,220,1,36
12,220,0,26
13,220,0,13
14,220,0,12
15,220,0,7
16,220,1,42
17,220,0,32
18,220,0,24
19,220,0,0
20,220,0,13
21,220,0,5
22,220,0,33
23,220,1,98
24,220,0,0
1,221,1,55
2,221,0,0
3,221,1,31
4,221,4,89
5,221,1,61
6,221,0,21
7,221,2,120
8,221,0,44
9,221,2,64
10,221,0,0
11,221,1,36
12,221,0,26
13,221,0,9
14,221,0,12
15,221,0,1
16,221,1,45
17,221,0,31
18,221,0,19
19,221,0,0
20,221,0,19
21,221,0,6
22,221,0,33
23,221,1,56
24,221,0,0
1,222,2,70
2,222,0,0
3,222,1,32
4,222,2,45
5,222,1,73
6,222,0,21
7,222,4,113
8,222,0,57
9,222,0,54
10,222,0,0
11,222,1,35
12,222,0,26
13,222,0,13
14,222,0,6
15,222,0,1
16,222,1,56
17,222,0,31
18,222,0,20
19,222,0,0
20,222,0,27
21,222,0,5
22,222,0,33
23,222,0,59
24,222,0,0
1,223,2,43
2,223,0,0
3,223,1,34
4,223,0,53
5,223,2,75
6,223,0,21
7,223,3,97
8,223,0,51
9,223,0,62
10,223,0,0
11,223,1,34
12,223,0,26
13,223,0,10
14,223,0,10
15,223,0,1
16,223,1,61
17,223,0,26
18,223,0,22
19,223,0,0
20,223,0,28
21,223,0,6
22,223,0,36
23,223,0,60
24,223,0,0
1,224,3,44
2,224,0,0
3,224,1,44
4,224,1,41
5,224,2,106
6,224,0,21
7,224,6,135
8,224,0,44
9,224,0,63
10,224,0,0
